名前,本文,マップ,階層,キャラ（ミカベル）,キャラ２（アズフレイア）,ミカ段階,服装,分類１,分類２,その他,説明,,,,マップ,階層,キャラ,キャラ２,ミカ段階,,分類,その他,説明
アズ風俗エロ1の2,":name[アズ,Actor1]
「ふ゛っ゜ぐっ゜゛☆？☆☆！☆゜？☆！☆゛
ぐぅ゛ぅ゜゛～～～～～っッッ゜☆！☆゛☆゛！？☆☆゛？☆」
\M[地の文ウインドウ]:name[\,Actor1]
男は突然アズの後頭部を鷲掴みにすると、
ねちょりという不愉快な粘着音とともに、
その小さな頭ごと、自身の下着の中へと押し込んでしまった。
\M[会話ウインドウ]\M[アズバキューム強]:name[アズ,Actor1]
「っむ゛っ☆！☆☆？゛ぐっぅ゛～～～っ゛っ゛！☆゛☆！
ぐげっ゛！！ぅぶぇ゛っ゛……！！！ふぐぐっ゛……！！！」
:name[アズ,Actor1]
（臭゛っ゛さ゛っっ゛゛☆！？☆！☆☆？な゛っ゛！？
いっ゛いぎなりっ゛！？お゛っ゛☆ひぐっ゛ぇ゛☆！？☆
なんっ…！おっ゛！？お゛ぉ゛～～～っ゛っ゛☆☆！☆？！☆？）
\M[地の文ウインドウ]:name[\,Actor1]
下着越しですら目眩がするほどの強烈な悪臭であったのに、
その大本たる男根を直接、逃げ場のない下着の中へと顔をねじ込まれたとなれば、
彼女の悲鳴も妥当な反応であろう。
:name[\,Actor1]
悍ましいほどに濃く強くなった悪臭に、
ばちばちと眼前で火花が散るような感覚を覚えながら、
どうにか抵抗しようとするアズ。
\M[会話ウインドウ]:name[浮浪者,Actor1]
「おっふぅっ…！そっ…そんな暴れねえでくれっ…！
おおっ…いっ…いい感じにチンコに当たるっ…！」
:name[アズ,Actor1]
「ふぐっぐっ…！ふぎぎぎ゜ぃ゛～～～っっ゛！☆☆！☆
ほっ゛☆おっぐっ…☆！ほごっ…！おっ゛☆おぉ゛ッ☆！☆」
\M[地の文ウインドウ]:name[\,Actor1]
しかし、男の体重のみならず、
下着のゴムにまで抑え込まれてしまっては、
小柄なアズに抵抗の目などあるはずもない。
:name[\,Actor1]
むしろ、必死の抵抗が程よい刺激となってしまい、
浮浪者の男根をより固く、より悪臭漂うモノへと変形させるばかりであった。
\M[会話ウインドウ]:name[アズ,Actor1]
（なっ゛にがっ…！ふぎっ…！臭っ！臭゛っさ゛い゛っ！！
ちっ…チンカスとっ…！生乾きの尿の臭いが混ざってッ…！
はっ…鼻の穴灼けそうっ…ですっ゛…！ふぐっ゛…！）
:name[アズ,Actor1]
（おまけに汗とっ…垢のすえた臭いも゛っ゛…☆ぉ゛臭゛っ☆
ふぐぐぐ゜っ゜゛…☆オェ゛っ…！ォお゛っぷっ゛…！
頭っ…お゛がしくなり゛ゅ゛っ…゛……！！！）
\M[アズイキ顔2]
:name[アズ,Actor1]
（それに汗っ…に゛っ…！チンカスとかっ゛…！
いろんなのが混じってベトベトしますしっ゛……！！
ぇ゛ほっ゛…！はっ…早く脱出…う゛ぉ゛ぇつ…！）
\M[地の文ウインドウ]:name[\,Actor1]
じっとりと蒸れに蒸れた陰毛の中に鼻先をつっこみ、
顔中にベトベトしたチンカスや先走り汁を勃起した陰茎でなすりつけられながら、
それでも必死になってこの惨状から脱出しようともがくアズ。
\M[会話ウインドウ]:name[浮浪者,Actor1]
「へっへっへ、そんな一生懸命チンコをこすってくれるんなら、
ワシもそのまま出しちまうかのう…おっ…ほっ…！」
\M[地の文ウインドウ]:name[\,Actor1]
そんな彼女の努力を無視して、アズの柔らかな顔の感触に興奮した男は、
更に体重をかけながら、腰を振り、陰茎を押し付けるようにして快楽を貪り始めた。
\M[会話ウインドウ]:name[アズ,Actor1]
「んむぐぅぅ゛～～～っ゛っ゛！☆！ふぐごっ゛っ゛☆☆
お゛っ゛！げっ゛ぶ゜っ゛！プぐっ゛☆！！
ふぷ゛びゅ゛ぎっ゛っ☆☆！☆！☆！☆☆」
:name[アズ,Actor1]
（お゛へっ゛…！！ちょ゛っ…お゛っ！☆！
ま゛っ…まって゛っ゛☆！臭゛い゛ぃ゛…っ☆！☆！
汚゛い゛っ…！！やだっっ…！止め゛っ…゛！）
:name[アズ,Actor1]
（ほっ゛…本当に息がっ゛…！ま゛っ…゛！
にっ゛…臭い゛っ゛…がっ！一段と強く゛っ゛…
まっ…まさかっ゛…おっ゛っぷ゛……！）
\M[地の文ウインドウ]:name[\,Actor1]
ますます悪臭と硬さを増す陰茎の先からは、
我慢汁にしては妙に粘り気の強い液体がだらだらと垂れ溢れ、
アズの顔をべっとりと汚している。
:name[\,Actor1]
一際どくり、と大きく脈打った男根に、
危機感を覚えたアズが抵抗する暇もなく",,,,,,,,,,,,,,,,,,,,,,
アズ風俗エロ1の3,"\M[ピストン手コキ停止]
\M[射精長]
\M[会話ウインドウ]:name[浮浪者,Actor1]
「おっほぉぉ～～～っっ……射精る射精るっ…」
:name[アズ,Actor1]
「ん゛ぶげぇ゛ぇぇっっ゛☆！☆☆？☆！☆？☆☆」
:name[アズ,Actor1]
（しゃせ゛っ…☆☆！☆？お゛っ゛☆☆こ゛っ゛☆☆
ごれ゛っ゛☆☆まずっ゛…！いっ゛……！☆？☆☆）
:name[アズ,Actor1]
（ぐっさっ゛！臭すぎて゛意識飛゛ぶっっ……！゛☆
っ゛ほっ゛……ぉ゛☆……っぎ゛゜……！☆！☆☆）
:name[浮浪者,Actor1]
「くぅぅ～～っ…やはり女の顔を汚すのは最高じゃのうっ…
うっ…ほっ………ふぅぅ～～っっ………」
\M[地の文ウインドウ]:name[\,Actor1]
下着の中という極めて不愉快な密閉空間に閉じ込められ、
顔面へと容赦のない射精を浴びせられてしまったアズ。
:name[\,Actor1]
あまりの衝撃と不快感に、ガクガクと全身を痙攣させて抵抗するも、
射精が終わるまで身体上から退く気配のない男の下では、
その痙攣すらも次第に弱まっていき…",,,,,,,,,,,,,,,,,,,,,,
アズ風俗エロ1の4,"\M[会話ウインドウ]\M[アズボイス停止]:name[浮浪者,Actor1]
「ふぅ～…スッキリした…
さて…と…それじゃあ次は…ありゃま、嬢ちゃん？
しまった…やりすぎたか…」
:name[アズ,Actor1]
「ほっ゛……ぶへぇ゛っ……ぷ゛ぇっ…へっ…゛
ほぇ゛ぇ゛っ゛………」
:name[アズ,Actor1]
（あぇっ…゛☆☆くっ…゛☆ぷふっ゛…゛☆☆
臭゛っ゛…吐きそっ゛☆脳みそ゛っ゛☆馬鹿になっ゛たっ゛……゛
さっ…最悪っ゛…☆゛うぷっ゛…げっ゛……）
\M[地の文ウインドウ]:name[\,Actor1]
顔中を精液とチンカス、抜け落ちた陰毛などでドロドロにした、
悍ましい姿のアズは、
べとつく床の上で悪臭に包まれながらびくびくと痙攣を繰り返すのであった…",,,,,,,,,,,,,,,,,,,,,,
アズ風俗導入2の2,"\M[会話ウインドウ]\M[アズ恥怒り]
\M[フキダシ削除]
:name[アズ,Actor1]
「うっぐ……ふぅ…お、おはようございます…んっ……！」
\M[アズ不満]
:name[アズ,Actor1]
（毎日毎晩あいつらのアジトで玩具にされて、
朝になれば娼館へ強制出勤…いくら天使が頑丈とは言え、
こうも休むヒマがないと流石に堪えます…）
\M[アズ怒り]
:name[アズ,Actor1]
（ですが泣き言を言った所であいつらが喜ぶだけ…
くぅぅ…は、早くこの忌々しい焼印を取り除く方法を
見つけないと…！！）
\M[サブフキダシはてな]
:name[店主,Actor1]
「おやアズちゃん…あれまぁ…また連中のアジトに泊まってたのかい？
やれやれ…仮にも商品として卸すんなら、
あいつらもその辺を気にしてほしいなぁ…」
\M[アズ呆れ]
\M[アズはぁ]:name[アズ,Actor1]
「わ、私の心配はないんですね…まぁ分かってましたが…」
\M[サブフキダシはてな]
:name[店主,Actor1]
「まぁ…仕事だし。
今更アズちゃんのご機嫌伺いをするような気にはならないかな
にしても何？心配してほしかったの？」
\M[アズ怒り]
\M[アズ怒りはぁ]:name[アズ,Actor1]
「まさかっ…！……で、今日のお相手はどんな方なんですか？
お優しい店長様のことですから、
それはもう素敵な方とお約束を取り付けてくれてるんでしょうけど…」
\M[サブフキダシはてな]
:name[店主,Actor1]
「素敵かどうかはわからないけど…
ほら、アズちゃんがうちに来た時、
最初に行ってもらった爺さん覚えてる？あの浮浪者の…」
\M[アズ驚き]
\M[アズうっ]:name[アズ,Actor1]
「っ…！あ、あの人…ですか…！テントに住んでた浮浪者の…！」
\M[サブフキダシ削除]
:name[店主,Actor1]
「ああそうそう。あの爺さんからご指名があってさ。前は最初ってこともあって、
途中で気絶したって話は盗掘団の連中には黙っておいたけど…
今回はそんなに甘くないからね」
:name[店主,Actor1]
「ちゃんと最後まで丁寧に対応してね。
またクレームでも入ったら、そのときは…」
\M[アズ怒り]
:name[アズ,Actor1]
「わっ…分かってますよそれくらいっ…」
:name[店主,Actor1]
「そ。だったらとりあえずシャワーだけ浴びて、
急いで向かって貰えるかな？
今日は他にも何件か予約はいってるから頑張ってね」
",,,,,,,,,,,,,,,,,,,,,,
アズ風俗導入2の3,"\M[サブフキダシおんぷ]
:name[浮浪者,Actor1]
「おおっ！久しぶりじゃなぁお嬢ちゃん！
へっへっへ、元気じゃったかのう？」
\M[アズ引き]
:name[アズ,Actor1]
「ど…どうも…うぷっ…」
\M[アズ引き]
\M[フキダシ削除]
:name[アズ,Actor1]
（あ、相変わらず酷い臭いですっ…！
テントに入っただけで吐き気がするような…）
\M[サブフキダシ削除]
:name[浮浪者,Actor1]
「いやぁ～…この前は金を払ったのに、途中で気絶されて、
結局最後までキレイにしてもらえんかったからのう…
次こそは頑張ってもらおうと頑張って金を貯めてたんじゃ！」

:name[浮浪者,Actor1]
「さっ…！というわけじゃから早速…」
",,,,,,,,,,,,,,,,,,,,,,
アズ風俗エロ2の1,":name[アズ,Actor1]
「うぷ゛っ……！おっ゛…！ふぐぅ゛……！」
:name[アズ,Actor1]
（重いっ゛…しっ…あっ…相変わらずっ゛…うぶっ゛
ひっ゛…酷い臭い゛っ゛でずっ゛…）
\M[地の文ウインドウ]:name[\,Actor1]
ずしりと体重をかけて、アズの上に寝転がる浮浪者。
透き通った美しい肌がべとついてくすんだ肌に覆い隠されるさまは、
これから起こる惨状を暗示しているかのようであった。
\M[会話ウインドウ]:name[浮浪者,Actor1]
「へへへ…やっぱり嬢ちゃんの顔はチンコを置くのに
ちょうどいい大きさだなぁ。
鼻も唇も、下着越しだってわかる柔らかさで気持ちが良いわ」
:name[アズ,Actor1]
「おぅ゛…！ぶっ…ぷ゛げっ゛…そ゛っ…そうっ…れずかっ…ぅ゛おえ゛っ…！
そっ…それは何よりっ…れ゛ずっ……っぶっ…！！」
:name[アズ,Actor1]
（うぐぐっ゛…！
この下着っ…尿と精液がべっとり染み付いてて…
臭いだけじゃなく、ねとねとするのも最高に不愉快ですねっ…！）
:name[浮浪者,Actor1]
「へへへっ…滅茶苦茶嫌そうな顔してるなぁ？
なぁ、ちょっと臭いをかいで、感想でも聞かせてくれねえか？
ほら、こういう暮らしだと客観的にどれくらい汚れてるかなんて分からんからな」
\M[地の文ウインドウ]:name[\,Actor1]
ぐりぐりと股間を押し付けながら、とんでもない要求をしてくる浮浪者に、
既に涙目であったアズの表情が更に引き攣る。
\M[会話ウインドウ]:name[アズ,Actor1]
「うぷっ゛…そ…それ…はっ゛…ごほっ…」
:name[アズ,Actor1]
（吸い込まないように気をつけてる今ですら
こんなっ…う゛ぅ゛っ゜…で、でもやらないとクレームがっ…
しっ…仕方ないですっ…がっ…）
\M[地の文ウインドウ]:name[\,Actor1]
口から流れ込んでくる湿った空気すら、胸焼けしそうなほどに脂ぎった悪臭なのだ。
:name[\,Actor1]
そんな物を直接鼻から、それも汚れた布切れに密着させた状態で吸い込めば…
それがわからないアズではない。
:name[\,Actor1]
だが、ここで彼の機嫌を損ねれば、
その報告は間違いなく店に行き、店長は彼女の主人らにその旨を報告するだろう。
:name[\,Actor1]
そうなれば、後に待ち受けるのは折檻という名の凌辱だ。
:name[\,Actor1]
ただでさえ不愉快な性行為。
完遂しなかった罰ともなれば、
それはもう筆舌に尽くしがたい異常な行為を強要されてもおかしくない。
\M[会話ウインドウ]:name[アズ,Actor1]
（豚や馬に犯されるくらいならまだマシ……
ともすれば肥溜めにでも突き落とされません…！
そ、そうなるよりは……まだ……）
:name[アズ,Actor1]
「わっ…わかりっ…ましたっ…゛んっ゛…
すんっ…ぇ゛ほっ゛！☆すんすん゛っ゛！
すぅぅ゛ぅ゛～～～っっッ……！！」
:name[アズ,Actor1]
「うぎぎっ゛ッ！☆！☆！ぶぉ゛え゛っ゛っ！！！
ォ゛えっほっ゛゛…！☆！ぶっ…！ぷぐっ゛…！！！
あぇ゛…っ…！ぶ゜ぇぇぇ゛っ゛っ゛……！！」

:name[アズ,Actor1]
（お゛っ゛……ごれっ゛…臭゛っ゛さ゛っ゛…！！
う゛ぶっ…鼻の奥にこびり付いて゛っ゛…げふっ゛…！！
\M[地の文ウインドウ]:name[\,Actor1]
覚悟を決めて吸い込んだ汚臭が鼻腔を満たすと同時に、
脳髄をガツンと殴られたような刺激がアズを襲う。
\M[会話ウインドウ]:name[浮浪者,Actor1]
「へへへっ…！どうじゃ？そんな泣くほど臭かったかの？」
:name[アズ,Actor1]
「ふぐっ゛…！ぉ゛え゛っ…！
そっ…ぞう゛っ…うぷ゛…ですねっ……！」
:name[アズ,Actor1]
「ツンとしたっ…はぁ゛っ…あ、アンモニア臭、っとぉ゛っ…
汗と…汚れの混じった酸っぱい臭いとっ゛…うぷっ…
そっ…それからっ…乾いた…精液とチンカスのっ…こびり付くような悪臭がっ…ぶぅ゛…」
:name[アズ,Actor1]
「ぜっ…全部混じり合ってっ゛…ぉぇ゛っ…
ほ、本当に酷い臭いッ…ですっ゛…さっ…最悪゛っ…」
\M[地の文ウインドウ]:name[\,Actor1]
息も絶え絶えといった風に、悍ましい悪臭の感想を述べるアズ。
そんな彼女の言葉を満足気に聞いていた男は…
\M[会話ウインドウ]:name[浮浪者,Actor1]
「そうかそうかっ！そんなに臭いか…！へっへっへ…
しかし傷つくのう？ワシだってわざとこんな身体になったわけでは無いというのに…
そんな事をいう娘には…ほれっ！こうじゃっ！」",,,,,,,,,,,,,,,,,,,,,,
アズ風俗エロ2の2,":name[アズ,Actor1]
「む゛っ゛っ゛っ゛っ゛☆！☆？！☆☆？☆
むぐぉ゛ぇ゛ぇ゛っ゛っ゛～～～～～ッ゛！☆！！☆☆！」
:name[アズ,Actor1]
（ま゛っ゛☆！☆？☆ごっ…！ご゛れ゛っ゛っ……！！
き゛っ゛…まっ゛前と同じっ゛゛！☆
っぐっ゛！ぼっ゛ぇッう゜゛☆！☆！っぷ゛……！！）
\M[地の文ウインドウ]:name[\,Actor1]
いつから履き替えていないのかもわからない、
汗と排泄物で粘ついた下着の中へと顔面をねじ込まれ、
吐き気をこらえながらも悲鳴を上げるアズ。
:name[\,Actor1]
逃れようのない悪臭の密閉空間へと閉じ込められた顔面を、
男の蒸れに蒸れた陰毛がもさりと覆い隠し、
その内側で熟成させた男臭を、いやがおうにもアズの鼻腔へと送り込む。
\M[会話ウインドウ]:name[アズ,Actor1]
「はっ゛……がふっ゛……☆゛！！ごほっ゛ぉ゛っ゛……！！
おっ゛…ごっ…ごれっ゛…まっ……れ゛ぇっ…☆！！
のいっ゛…うぶぇ゛っ…臭゛ず゜っ…゛ぉぶ゜っ…！☆！」
\M[地の文ウインドウ]:name[\,Actor1]
脳髄に焼けた火箸を直接ねじ込まれたと錯覚するかのような、
鼻奥にガツンと響く凶悪な刺激臭。
:name[\,Actor1]
あまりの衝撃に涙を流し、バタバタと身体を暴れさせ抵抗するアズであるが、
その程度で成人男性をマウントから引き下ろすことなどできるはずもない。
\M[会話ウインドウ]:name[アズ,Actor1]
（ごっ゛……ごれっ…゛はっ…！不味いっ…れ゛すっ…！
こ゛っ…うぶっ…ごのまま゛じゃっ゛……
い゛っ…一生この臭っさい無洗チンポ臭゛っ…鼻にこびりついでっ…゛…！！）
\M[地の文ウインドウ]:name[\,Actor1]
気づけば粘ついた汗と汚れの混合液がべっとりとアズの顔にこびり付くも、
下着に包まれた頭部では、それを拭うことさえ許されない。
\M[会話ウインドウ]:name[浮浪者,Actor1]
「へへへっ…さってと、この前はちゃんと掃除してもらえなかったからのぉ…
ほれ嬢ちゃん、聞いてるか？
:name[浮浪者,Actor1]
「ちょぉ～っとばかし風呂に入れてねえせいで、
ワシは股間が痒くて仕方なくてなぁ？その可愛いお口で綺麗にしてほしいんじゃ。
そうすれば腰をあげてやるが…どうじゃ？」
:name[アズ,Actor1]
（っ゛…こっ…んなっ…！汚れきった股間をく、口で…！？
でっ…でもっ…そうでもしないと退いてくれそうにないですね…っ…！
ああっ゛…あああっっ゛っ゛……！！）
:name[浮浪者,Actor1]
「おっ…ほっ…！へへへっ…そうっ…そうじゃっ…！
ワシのくっさい金玉を丁寧に掃除してくれっ…！」
\M[地の文ウインドウ]:name[\,Actor1]
またしても告げられるおぞましい提案を、
しかし呼吸すら支配されたアズは受け入れざるを得ない。
\M[会話ウインドウ]\M[アズバキューム強]:name[アズ,Actor1]
「はっ゛…゛ぷ゛っ゛…ぐっ゛……☆！
ぉ゛お゛っ…っぷ゛…んぢゅ゛っ……！ぢゅぶっ゛…！
れ゛ぇ゛ぇ゛っ゛っ…！！んっ゛ぶっ゛…ふぐ゜っ……☆☆」
:name[アズ,Actor1]
（ぅぇぇ゛っ゛～っ…！しょっぱ゛い゛っ…うぷ゛っ…しっ゛…
きっ…キンタマ脂゛っ゛…がっ…舌にまとわりついて゛っ゛…
うぶ゜ぷ゛っ゛…むっ…胸焼け…しそうですっ゛…！）
:name[アズ,Actor1]
（おまけにっ…！睾丸からボロボロ溢れるのってっ゛…
うっ゛…だ…駄目ですっ゛…考えると吐いぢゃ゛っ゛…
んぶっ…べぇぇ゛……れるっ…んぢゅ゛っ゛っ…ぷっ゛……）
\M[地の文ウインドウ]:name[\,Actor1]
皮脂でギトギトにコーティングされた睾丸を、
涙ながらにペロペロと舐めるアズ。
:name[\,Actor1]
汗を拭われることもなかった玉袋の表面は、舌先が麻痺しそうなほどに塩辛く、
おまけにボロボロとこぼれ落ちる垢の塊が、
これ以上無い程に不愉快な味のアクセントとして彼女の口内に侵入してくる。
\M[会話ウインドウ]:name[アズ,Actor1]
「はぶっ゛…んぢゅるるる゛っ゛！うぶぇ゛っ…！
げぇ゛っ゛……！はぶっ゛…！ふん゛ぶっ…！
ぷ゛ふ゛っ゛……！んれぇぇ゛っ…ぅ゛ぷっ…！！」
:name[浮浪者,Actor1]
「ほぉぉ～っ…！こりゃぁええ気持ちじゃ…！
生暖かい嬢ちゃんの口で、
ワシのキンタマが綺麗に磨かれる快感はたまらんのうっ…！」
:name[アズ,Actor1]
「はぶちゅっ…゛！うぶっ…゛んぶぶ゜ぶ゜っ゜…！
ふぅ゛ぅ゛～゛～～っ゛！！んぢゅ゛っぅ゛っ…！
ぢゅっ…！ぢゅぶぶぶぶ゜っ゛っ゛～～～～っっ゛！！」
:name[アズ,Actor1]
（不味゛っォ゛っ…すっ、好き勝手゛言っ゛てっ゛…ぅ゛ぇ゛ん゛っ゛っ…！
げ゛っ…けどっ゛…味も゛っ…！
ちょっと薄まってきましたし…んぶ゛…も、もうちょっ゛と…）
:name[浮浪者,Actor1]
「それじゃ次は…ほれ！尻の穴も頼むわい！」
:name[アズ,Actor1]
「はぁ゛っ゛ッ゛ぐっ゛ぅ゛ぇ゛！？☆？☆！？
ま゛っ゛！ぅ゛お゛ぇ゛っっ゛☆！？☆！ふっ゛…ぶ゜っ…！
ぎゃ゛っ゛…ぶびゃ゛っ゛…！ぐっ゛…っざっ゛…！☆！☆☆」
\M[地の文ウインドウ]:name[\,Actor1]
ずりゅり♡と、汚れでヌルヌルになっていたアズの顔面上で
浮浪者は股間をスライドさせると、その汚物にまみれた肛門を
彼女の口上へと据え置いた。
:name[\,Actor1]
もう少しで終わると思っていた地獄の奉仕が、
より不愉快な形で延長されてしまったことに絶望するアズ。
\M[会話ウインドウ]:name[アズ,Actor1]
（うぐぐ゛っ゛……こっ゛…こんどはっ…おっ…お尻の穴っ゛…
そっ…それもっ…なんですかコレはっ゛…！
み、見たこと無いくらいっ…きっ…汚なっ゛…うぶっ゛…！！）
:name[アズ,Actor1]
（ふぅ゛～～～っ…い゛っ…い゛えっ…！い、今更っ…ですっ…！
あんな汚い睾丸まで舐めしゃぶってっ゛…！
あ…脂と垢でっ…口の中ドロドロにしたんですからっ゛…うっぶっ゛…）
:name[アズ,Actor1]
（ね、別にっ…゛ふぅ゛～～っ゛…！けっ…けっ…毛にっ…まみれたっ…
お、お尻の穴くらい゛っ……くらい゛ぃ゛～～っ…！！
うう゛っ…！だ、大丈夫…！舐められ゛っ…まずっ゛…！！）
\M[地の文ウインドウ]:name[\,Actor1]
だが嘆こうとも喚こうとも、奉仕が終わらない限り開放はありえないのもまた事実。
どころか、拒絶の意を示しすぎれば、後に待つのは今以上に苦しい地獄の懲罰だ。
:name[\,Actor1]
合理的な彼女は自身にそう言い聞かせ、
断固として抵抗する生理反応を必死に抑えると、
吐き気をこらえてその尻の窄まりへと、再度舌を這わせていく。
\M[会話ウインドウ]:name[アズ,Actor1]
「ぷ゛っぐっ゛……！ぅお゛…ぇえ゛っ…！！
不っ゛味゛ぅ゛…こ゛ぶっ…！ふぅ゛～～～っ！
お゛ぅ゛え゛っ゛…！んれ゛ぇ゛ぇぇ゛っ゛っ゛…」
:name[浮浪者,Actor1]
「ふっ…！そ、そうじゃっ…！シワの間も丹念になっ…！
しっかりと汚れを舐め取るんじゃっ…！」
:name[アズ,Actor1]
「はぉ゛ぇ゛っ…ふぅ゛～…に゛っ゛…ぶっ…！
苦い゛じっ……！ありえ゛ないくらい不味い゛…！
んじゅっ…！れ゛ぇ゛ぇぇ…！んぶっ…ん、んちゅ゛…！」
\M[地の文ウインドウ]:name[\,Actor1]
舌先が不潔な穴に触れる度、びりびりと痺れるような感覚が
彼女の味蕾を貫き、麻痺させていく。
:name[\,Actor1]
男の指示に合わせて、幅広の舌全体でべっとりと肛門を舐めあげれば、
さながら刻印のようにその塩気が、エグみが、苦味が、
じくじくと染み込んで、アズの精神を蝕んでゆく。
\M[会話ウインドウ]:name[浮浪者,Actor1]
「おおっ…そうそう…奥にも突っ込んでっ…！
ケツ穴の奥の汚れまで吸い出すんじゃっ…！」
:name[アズ,Actor1]
「ん゛ぶっ…ん゛じゅる゛っ…！ごぇ゛っ…！
んぼっ……お゛ぶ…む゛っ…！れ゛ぇ゛ぇ…っ……
ん゛じゅっ……！じゅぼっ゛…！ぶぶっっ…ぷ゛……！」
:name[アズ,Actor1]
（し、舌っ…ビリビリしてっ゛…！苦いっ…しっ…！
腸゛液っ…！えっぐいっ…゛！舌っ…壊れまずっ゛…！
けっ゛…けどっ…開放されるにはこれしかっ…゛うぶぅ゛っ…！）
\M[地の文ウインドウ]:name[\,Actor1]
下着の中、外から見えないからいいものの、
吐き気をこらえ、涙ながらに肛門に吸い付くアズの表情は
間抜けとしか言いようのない無惨なモノであった。
:name[\,Actor1]
だがしかし、そんな彼女の悲惨な努力も、どうにか実を結び
\M[会話ウインドウ]:name[浮浪者,Actor1]
「よぉっしっ…！そっ…そろそろイキそうじゃっ…！
ほりゃっ…！ほっ…ふぅぅぅっ…！！」
:name[アズ,Actor1]
「ふぎゅ゛っ……！☆☆？！☆
ぶぎゅぇ゛ぇ゛っ゛～～～ッ゛？！☆☆！☆☆っごっ゛！
おっぐぅ゛っ゛！！ぶぷぎぃ゛っ゛！☆！」

:name[アズ,Actor1]
（な゛ぁ゛ぁ゛っ゛……がっ゛…ふぅ゛ぐっ゛！！
いっ、息っ゛…がっ゛……お゛っ゛…☆☆）

:name[アズ,Actor1]
（かっ…顔゛っ゛…にっ…おちんちんがおしつけら゛れでっ…！
いっ…息できなっ…！ふごぉ゛っ゛…！
ごっ…ごりごりっ…！押さえつけられれれ゛っ゛っ゛……！！！）
\M[地の文ウインドウ]:name[\,Actor1]
再度体勢を変えた浮浪者の陰茎が、
べっとりとアズの顔面に押し付けられると、
そのまま細かく左右前後にゆすられる。
:name[\,Actor1]
そうして凄まじい速度で硬さを増した陰茎から…",,,,,,,,,,,,,,,,,,,,,,
アズ風俗エロ2の3,"\M[射精長]\M[会話ウインドウ]:name[浮浪者,Actor1]
「っくぅぅ～～っ…！
っやっぱり女の顔面でする床オナは最高じゃっ…！
おおぅっ…！でっ…射精ておるっ…！」
:name[アズ,Actor1]
「う゛ぶぶ゜ぶぶ゜ぶ゜ゅゅ゜ゅ゛っ゛っ～～～～☆☆！☆！☆！
はっ゛…！あぶっ゛…！！ぶひ゜ゅ゛っ…！☆！☆☆！
ふぎゅぅ゛ぅ゛～～～～っ゛っ☆☆！！☆！☆☆」
\M[地の文ウインドウ]:name[\,Actor1]
下着の中に閉じ込められ、徹底的に汚されたアズの顔面へと、
とどめとばかりに精液がぶち撒けられた。
\M[会話ウインドウ]
\M[射精長]
:name[アズ,Actor1]
（あ゛ぐっ……！☆☆！こっ…ここでっ…☆
しゃせ゛っ゛……！☆ほっ…っぐふっ゛……！もっ…おっ゛……！！）
\M[地の文ウインドウ]:name[\,Actor1]
酸欠になっていた顔面へと、ギトギトに汚れきった白濁液の奔流を浴びせられ、
完全に抵抗する能力を失ったアズ。",,,,,,,,,,,,,,,,,,,,,,
アズ風俗エロ2の4,"\M[会話ウインドウ]\M[アズボイス停止]:name[浮浪者,Actor1]
「うっ…っふぅ……！すっきりしたぁ…！
よっと…うわっ…こりゃあ自分でヤッといてなんだが…
ひどい有様…」
\M[地の文ウインドウ]:name[\,Actor1]
下着の牢獄から開放されたアズの顔面は、
精液、恥垢、陰毛…数多の悍ましい物体に覆われて、
ギトギトの見るも無惨な惨状と化していたが…
\M[会話ウインドウ]:name[アズ,Actor1]
「ふぎゅっ…！☆☆ほっ゛……☆ほへっ…☆☆
ひひゅ゜ぃ゛っ…☆ぷぎっ…゛☆☆ぐぃぇ゛……☆☆」
:name[浮浪者,Actor1]
「おおっ…！嬢ちゃん生きてるかぁ…！っつっても息も絶え絶えって感じだが…
へへへっ…そんじゃあまついでに下の方でも遊ばせてもらおうかの…」
:name[アズ,Actor1]
（お゛っ……もっ…やだぁ……！はぐっ゛…ぶっ…
いっ…いっそっ…おぶぇっ…！ぐぅぅっ……！！！）
\M[地の文ウインドウ]:name[\,Actor1]
ドロドロになった顔面を無視され、下半身を好き勝手にいじられる感覚に絶望しながら、
ゆっくりとアズの意識は深い闇の奥へと落ちていくのであった……",,,,,,,,,,,,,,,,,,,,,,
ベルサウナ導入1の1,"\M[会話ウインドウ]\M[ミカ疑問]
\M[フキダシはてな]
:name[ミカ,Actor1]
「さっきのってベルだよね…？
なんか男の人と一緒にお風呂に入っていった気が…」
\M[ミカ真顔]
\M[フキダシ削除]
:name[ミカ,Actor1]
（彼氏…いや流石にそれは無いな。
なんせベルだし…あと相手もおっさんだったし）
\M[ミカ疑問]
\M[ミカふぅ～ん？]:name[ミカ,Actor1]
（さて…う～ん…
お風呂入りたかったけど、ベルが先にいるってなるとなぁ
多分突っかかってくるだろうし…）
\M[ミカ呆れ]
\M[フキダシもじゃもじゃ]
\M[ミカはぁ]:name[ミカ,Actor1]
（はぁ…ベルと一緒じゃ余計に疲れが溜まっちゃいそうだし
仕方ない、もうちょっと立ってから出直すかぁ…）",,,,,,,,,,,,,,,,,,,,,,
